,url,scene_tag,start_frame,end_frame,mean_frame
558,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T000000Z.mov,d2_p2_z0,2531,2651,2591
559,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T000000Z.mov,d2_p2_z0,2701,2811,2756
560,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T000000Z.mov,d2_p2_z0,4031,4201,4116
561,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T000000Z.mov,d2_p2_z0,4281,4391,4336
562,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T030000Z.mov,d2_p2_z0,2561,2671,2616
563,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T030000Z.mov,d2_p2_z0,2721,2831,2776
564,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T030000Z.mov,d2_p2_z0,4051,4261,4156
565,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T030000Z.mov,d2_p2_z0,4331,4411,4371
566,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T060000Z.mov,d2_p2_z0,2691,2801,2746
567,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T060000Z.mov,d2_p2_z0,4021,4191,4106
568,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T060000Z.mov,d2_p2_z0,4241,4381,4311
569,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T090000Z.mov,d2_p2_z0,2521,2621,2571
570,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T090000Z.mov,d2_p2_z0,2671,2781,2726
571,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T090000Z.mov,d2_p2_z0,4001,4171,4086
572,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T090000Z.mov,d2_p2_z0,4221,4351,4286
573,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T120000Z.mov,d2_p2_z0,2521,2571,2546
574,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T120000Z.mov,d2_p2_z0,2651,2761,2706
575,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T120000Z.mov,d2_p2_z0,3981,4151,4066
576,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T120000Z.mov,d2_p2_z0,4201,4331,4266
577,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T150000Z.mov,d2_p2_z0,2521,2761,2641
578,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T150000Z.mov,d2_p2_z0,3981,4151,4066
579,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T150000Z.mov,d2_p2_z0,4221,4331,4276
580,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T180000Z.mov,d2_p2_z0,2521,2611,2566
581,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T180000Z.mov,d2_p2_z0,2661,2771,2716
582,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T180000Z.mov,d2_p2_z0,3991,4161,4076
583,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T180000Z.mov,d2_p2_z0,4221,4341,4281
584,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T210000Z.mov,d2_p2_z0,2691,2801,2746
585,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T210000Z.mov,d2_p2_z0,4021,4191,4106
586,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/23/CAMHDA301-20151223T210000Z.mov,d2_p2_z0,4271,4371,4321
587,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T000000Z.mov,d2_p2_z0,2701,2811,2756
588,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T000000Z.mov,d2_p2_z0,4031,4201,4116
589,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T000000Z.mov,d2_p2_z0,4251,4381,4316
590,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T030000Z.mov,d2_p2_z0,2641,2751,2696
591,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T030000Z.mov,d2_p2_z0,3971,4141,4056
592,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T030000Z.mov,d2_p2_z0,4201,4321,4261
593,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T060000Z.mov,d2_p2_z0,2671,2781,2726
594,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T060000Z.mov,d2_p2_z0,4001,4171,4086
595,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T060000Z.mov,d2_p2_z0,4251,4351,4301
596,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T090000Z.mov,d2_p2_z0,2661,2771,2716
597,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T090000Z.mov,d2_p2_z0,3991,4201,4096
598,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T090000Z.mov,d2_p2_z0,4271,4351,4311
599,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T120000Z.mov,d2_p2_z0,2651,2761,2706
600,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T120000Z.mov,d2_p2_z0,3981,4191,4086
601,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T120000Z.mov,d2_p2_z0,4251,4341,4296
602,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T150000Z.mov,d2_p2_z0,2491,2771,2631
603,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T150000Z.mov,d2_p2_z0,3981,4341,4161
604,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T180000Z.mov,d2_p2_z0,2571,2621,2596
605,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T180000Z.mov,d2_p2_z0,2671,2781,2726
606,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T180000Z.mov,d2_p2_z0,4001,4161,4081
607,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T180000Z.mov,d2_p2_z0,4211,4351,4281
608,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T210000Z.mov,d2_p2_z0,2531,2621,2576
609,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T210000Z.mov,d2_p2_z0,2681,2791,2736
610,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T210000Z.mov,d2_p2_z0,4001,4181,4091
611,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/24/CAMHDA301-20151224T210000Z.mov,d2_p2_z0,4231,4361,4296
612,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T000000Z.mov,d2_p2_z0,2661,2761,2711
613,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T000000Z.mov,d2_p2_z0,3981,4151,4066
614,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T000000Z.mov,d2_p2_z0,4201,4331,4266
615,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T030000Z.mov,d2_p2_z0,2681,2781,2731
616,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T030000Z.mov,d2_p2_z0,4001,4211,4106
617,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T030000Z.mov,d2_p2_z0,4271,4351,4311
618,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T060000Z.mov,d2_p2_z0,2651,2761,2706
619,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T060000Z.mov,d2_p2_z0,3981,4151,4066
620,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T060000Z.mov,d2_p2_z0,4201,4331,4266
621,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T090000Z.mov,d2_p2_z0,2611,2661,2636
622,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T090000Z.mov,d2_p2_z0,2711,2821,2766
623,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T090000Z.mov,d2_p2_z0,4041,4211,4126
624,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T090000Z.mov,d2_p2_z0,4281,4391,4336
625,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T120000Z.mov,d2_p2_z0,2501,2761,2631
626,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T120000Z.mov,d2_p2_z0,3971,4331,4151
627,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T150000Z.mov,d2_p2_z0,2541,2631,2586
628,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T150000Z.mov,d2_p2_z0,2681,2791,2736
629,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T150000Z.mov,d2_p2_z0,4011,4181,4096
630,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T150000Z.mov,d2_p2_z0,4251,4371,4311
631,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T180000Z.mov,d2_p2_z0,2671,2781,2726
632,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T180000Z.mov,d2_p2_z0,4001,4181,4091
633,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T180000Z.mov,d2_p2_z0,4261,4351,4306
634,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T210000Z.mov,d2_p2_z0,2591,2631,2611
635,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T210000Z.mov,d2_p2_z0,2681,2801,2741
636,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T210000Z.mov,d2_p2_z0,4011,4191,4101
637,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/25/CAMHDA301-20151225T210000Z.mov,d2_p2_z0,4241,4371,4306
638,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T000000Z.mov,d2_p2_z0,2541,2661,2601
639,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T000000Z.mov,d2_p2_z0,2711,2821,2766
640,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T000000Z.mov,d2_p2_z0,4041,4251,4146
641,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T000000Z.mov,d2_p2_z0,4311,4391,4351
642,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T030000Z.mov,d2_p2_z0,2601,2821,2711
643,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T030000Z.mov,d2_p2_z0,4041,4211,4126
644,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T030000Z.mov,d2_p2_z0,4271,4391,4331
645,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T060000Z.mov,d2_p2_z0,2521,2611,2566
646,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T060000Z.mov,d2_p2_z0,2661,2771,2716
647,/RS03ASHS/PN03B/06-CAMHDA301/2015/12/26/CAMHDA301-20151226T060000Z.mov,d2_p2_z0,3991,4341,4166
648,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T000000Z.mov,d2_p2_z0,2531,2811,2671
649,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T000000Z.mov,d2_p2_z0,4031,4381,4206
650,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T030000Z.mov,d2_p2_z0,2511,2581,2546
651,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T030000Z.mov,d2_p2_z0,2701,2771,2736
652,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T030000Z.mov,d2_p2_z0,3991,4201,4096
653,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T030000Z.mov,d2_p2_z0,4261,4341,4301
654,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T060000Z.mov,d2_p2_z0,2401,2691,2546
655,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T060000Z.mov,d2_p2_z0,3901,4261,4081
656,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T090000Z.mov,d2_p2_z0,2541,2631,2586
657,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T090000Z.mov,d2_p2_z0,2681,2791,2736
658,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T090000Z.mov,d2_p2_z0,4011,4181,4096
659,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T090000Z.mov,d2_p2_z0,4241,4371,4306
660,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T120000Z.mov,d2_p2_z0,2541,2581,2561
661,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T120000Z.mov,d2_p2_z0,2701,2811,2756
662,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T120000Z.mov,d2_p2_z0,4031,4241,4136
663,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T120000Z.mov,d2_p2_z0,4301,4391,4346
664,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T150000Z.mov,d2_p2_z0,2551,2661,2606
665,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T150000Z.mov,d2_p2_z0,2711,2821,2766
666,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T150000Z.mov,d2_p2_z0,4041,4401,4221
667,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T180000Z.mov,d2_p2_z0,2511,2601,2556
668,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T180000Z.mov,d2_p2_z0,2651,2771,2711
669,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T180000Z.mov,d2_p2_z0,3981,4161,4071
670,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T180000Z.mov,d2_p2_z0,4241,4341,4291
671,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T210000Z.mov,d2_p2_z0,2471,2761,2616
672,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T210000Z.mov,d2_p2_z0,3981,4191,4086
673,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/01/CAMHDA301-20160101T210000Z.mov,d2_p2_z0,4251,4331,4291
674,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T000000Z.mov,d2_p2_z0,2461,2511,2486
675,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T000000Z.mov,d2_p2_z0,2571,2771,2671
676,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T000000Z.mov,d2_p2_z0,3991,4161,4076
677,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T000000Z.mov,d2_p2_z0,4211,4341,4276
678,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T030000Z.mov,d2_p2_z0,2511,2601,2556
679,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T030000Z.mov,d2_p2_z0,2651,2761,2706
680,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T030000Z.mov,d2_p2_z0,3981,4191,4086
681,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T030000Z.mov,d2_p2_z0,4251,4331,4291
682,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T060000Z.mov,d2_p2_z0,2531,2801,2666
683,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T060000Z.mov,d2_p2_z0,4011,4231,4121
684,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T060000Z.mov,d2_p2_z0,4291,4371,4331
685,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T090000Z.mov,d2_p2_z0,2541,2581,2561
686,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T090000Z.mov,d2_p2_z0,2661,2771,2716
687,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T090000Z.mov,d2_p2_z0,3991,4161,4076
688,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T090000Z.mov,d2_p2_z0,4211,4351,4281
689,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T120000Z.mov,d2_p2_z0,2641,2751,2696
690,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T120000Z.mov,d2_p2_z0,3971,4331,4151
691,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T150000Z.mov,d2_p2_z0,2551,2671,2611
692,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T150000Z.mov,d2_p2_z0,2721,2841,2781
693,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T150000Z.mov,d2_p2_z0,4051,4411,4231
694,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T180000Z.mov,d2_p2_z0,2511,2821,2666
695,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T180000Z.mov,d2_p2_z0,4041,4251,4146
696,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T180000Z.mov,d2_p2_z0,4311,4391,4351
697,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T210000Z.mov,d2_p2_z0,2581,2781,2681
698,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T210000Z.mov,d2_p2_z0,4001,4211,4106
699,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/02/CAMHDA301-20160102T210000Z.mov,d2_p2_z0,4271,4351,4311
700,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T000000Z.mov,d2_p2_z0,2711,2831,2771
701,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T000000Z.mov,d2_p2_z0,4051,4221,4136
702,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T000000Z.mov,d2_p2_z0,4301,4401,4351
703,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T030000Z.mov,d2_p2_z0,2721,2831,2776
704,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T030000Z.mov,d2_p2_z0,4101,4221,4161
705,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T030000Z.mov,d2_p2_z0,4271,4401,4336
706,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T060000Z.mov,d2_p2_z0,2531,2641,2586
707,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T060000Z.mov,d2_p2_z0,2691,2801,2746
708,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T060000Z.mov,d2_p2_z0,4021,4231,4126
709,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T060000Z.mov,d2_p2_z0,4291,4381,4336
710,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T090000Z.mov,d2_p2_z0,2501,2601,2551
711,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T090000Z.mov,d2_p2_z0,2651,2761,2706
712,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T090000Z.mov,d2_p2_z0,3981,4191,4086
713,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T090000Z.mov,d2_p2_z0,4251,4331,4291
714,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T120000Z.mov,d2_p2_z0,2541,2611,2576
715,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T120000Z.mov,d2_p2_z0,2661,2771,2716
716,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T120000Z.mov,d2_p2_z0,3991,4161,4076
717,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T120000Z.mov,d2_p2_z0,4211,4351,4281
718,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T150000Z.mov,d2_p2_z0,2501,2571,2536
719,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T150000Z.mov,d2_p2_z0,2631,2751,2691
720,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T150000Z.mov,d2_p2_z0,3971,4141,4056
721,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T150000Z.mov,d2_p2_z0,4191,4311,4251
722,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T180000Z.mov,d2_p2_z0,2531,2791,2661
723,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T180000Z.mov,d2_p2_z0,4011,4181,4096
724,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T180000Z.mov,d2_p2_z0,4271,4361,4316
725,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T210000Z.mov,d2_p2_z0,2501,2801,2651
726,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T210000Z.mov,d2_p2_z0,4021,4191,4106
727,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/03/CAMHDA301-20160103T210000Z.mov,d2_p2_z0,4241,4381,4311
728,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T000000Z.mov,d2_p2_z0,2551,2661,2606
729,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T000000Z.mov,d2_p2_z0,2711,2821,2766
730,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T000000Z.mov,d2_p2_z0,4051,4211,4131
731,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T000000Z.mov,d2_p2_z0,4261,4391,4326
732,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T030000Z.mov,d2_p2_z0,2631,2761,2696
733,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T030000Z.mov,d2_p2_z0,3971,4331,4151
734,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T060000Z.mov,d2_p2_z0,2481,2761,2621
735,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T060000Z.mov,d2_p2_z0,3981,4191,4086
736,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T060000Z.mov,d2_p2_z0,4241,4331,4286
737,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T090000Z.mov,d2_p2_z0,2651,2761,2706
738,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T090000Z.mov,d2_p2_z0,3981,4161,4071
739,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T090000Z.mov,d2_p2_z0,4211,4341,4276
740,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T120000Z.mov,d2_p2_z0,2541,2591,2566
741,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T120000Z.mov,d2_p2_z0,2661,2781,2721
742,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T120000Z.mov,d2_p2_z0,4001,4171,4086
743,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T120000Z.mov,d2_p2_z0,4221,4351,4286
744,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T150000Z.mov,d2_p2_z0,2541,2821,2681
745,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T150000Z.mov,d2_p2_z0,4041,4211,4126
746,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T150000Z.mov,d2_p2_z0,4271,4391,4331
747,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T180000Z.mov,d2_p2_z0,2551,2671,2611
748,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T180000Z.mov,d2_p2_z0,2721,2831,2776
749,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T180000Z.mov,d2_p2_z0,4051,4221,4136
750,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T180000Z.mov,d2_p2_z0,4291,4401,4346
751,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T210000Z.mov,d2_p2_z0,2651,2771,2711
752,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T210000Z.mov,d2_p2_z0,3991,4161,4076
753,/RS03ASHS/PN03B/06-CAMHDA301/2016/01/04/CAMHDA301-20160104T210000Z.mov,d2_p2_z0,4251,4351,4301
